,x,y
439,0.092895418,0
440,0.078583084,0
441,0.700185201,1
442,0.842767046,1
443,0.62508526,1
444,0.079319469,0
445,0.09119523,0
446,2.41477451,1
447,1.031996038,0
448,0.244865104,1
449,0.020042624,0
450,0.266648536,1
451,0.554249555,0
452,0.072179515,0
453,0.305766759,1
454,0.080928692,0
455,0.874707143,1
456,0.13069468,1
457,0.526168804,1
458,0.662113438,1
459,0.837936638,1
460,2.518011667,1
461,0.828111814,1
462,0.167823469,1
463,0.054719989,0
464,0.026527885,0
465,0.301923926,1
466,0.536967851,1
467,1.483416342,1
468,0.67788356,1
469,0.000375449,0
470,0.757814642,1
471,0.135582843,0
472,0.462595268,1
473,0.314913032,0
474,0.280864651,0
475,0.406169981,1
476,1.697470929,1
477,0.107138641,0
478,0.031444025,0
479,0.272779099,0
480,2.598987839,1
481,0.196737481,1
482,0.00456602,0
483,0.201891391,0
484,0.699577149,1
485,0.459284408,1
486,0.48901555,1
487,0.052987734,1
488,1.382120637,1
489,0.077780623,1
490,1.324661235,1
491,0.229419115,0
492,0.020896178,0
493,0.07945928,0
494,0.018292894,0
495,2.034104709,1
496,0.89673185,0
497,2.44515086,1
498,0.001656613,0
499,1.431081845,1
500,0.071360903,0
501,0.088875529,0
502,0.29860554,1
503,0.690189984,1
504,0.333234257,1
505,0.325915324,1
506,0.06794745,1
507,2.273584392,1
508,1.697394713,1
509,0.044207972,1
510,0.029381706,0
511,1.396035467,1
512,1.971824187,1
513,0.535959183,0
514,0.266251156,1
515,0.237429954,0
516,0.432219371,0
517,0.574535556,1
518,0.175852339,1
519,0.192687718,0
520,1.044356132,1
521,0.355928559,0
522,0.339303151,1
523,0.086794053,0
524,0.159581511,0
525,0.540884194,1
526,0.188435828,1
527,0.53785988,1
528,0.533059215,1
529,0.716687223,0
530,0.148080153,0
531,0.107003692,0
532,0.361578477,0
533,0.149079988,0
534,0.266060689,0
535,0.191377531,0
536,0.39162152,1
537,0.21051411,0
538,0.308754091,1
539,0.837193295,1
540,1.728085557,1
541,0.32727846,1
542,0.288560833,0
543,0.483325314,1
544,1.130220037,1
545,0.163411685,0
546,0.267327455,0
547,0.20870451,0
548,1.4005561,1
549,0.284963317,1
550,0.069765537,0
551,0.257184813,1
552,0.486294867,0
553,0.210657122,0
554,0.219363656,0
555,0.214924642,0
556,0.478495985,1
557,0.050809347,0
558,0.084989379,0
559,0.750954143,1
560,1.084137642,1
561,2.772302392,1
562,0.406572922,0
563,0.742472678,1
564,1.728653103,1
565,1.864985725,1
566,0.805118896,0
567,1.885212221,1
568,0.010551354,0
569,0.028314753,0
570,0.271183864,0
571,0.016606176,0
572,0.325742629,0
573,0.31971817,0
574,0.405095433,0
575,3.232235095,1
576,0.077892884,0
577,0.070462498,1
578,0.365788511,0
579,1.016479499,1
580,0.475458007,0
581,0.15518543,1
582,0.940483076,1
583,1.302458681,1
584,4.315249133,1
585,1.4772803,1
586,0.084228143,0
587,0.226348767,1
588,0.110761734,0
589,0.05976633,0
590,0.802282057,1
591,0.937875616,1
592,0.020079744,0
593,0.245092712,1
594,0.042011997,0
595,0.740226785,1
596,0.198259188,1
597,0.193883286,0
598,0.25748945,0
599,1.443865431,1
600,0.271362722,0
601,0.095115942,0
602,0.100658631,0
603,0.060307216,1
604,0.64036008,0
605,0.67198459,0
606,0.134200764,0
607,0.05902102,1
608,0.439593218,1
609,0.033810184,0
610,0.015725769,0
611,2.542207582,1
612,0.223685797,1
613,0.453615311,1
614,0.75535308,1
615,1.559433375,1
616,0.038012258,0
617,0.190271803,0
618,0.024597637,1
619,1.52607244,1
620,0.477476056,0
621,1.619053761,1
622,0.100344135,1
623,0.323294179,0
624,0.337655842,1
625,0.278271683,0
626,0.011536854,0
627,0.491930756,1
628,0.828164807,0
629,0.005620809,0
630,0.489603268,1
631,2.125699387,1
632,0.218394214,1
633,0.233736508,0
634,0.057532008,0
635,0.03361072,0
636,0.092165801,1
637,0.089306621,1
638,0.65489146,0
639,0.481823172,0
640,0.020372116,0
641,0.328763277,0
642,2.034164397,1
643,0.268957262,0
644,1.814100273,1
645,0.036505239,0
646,0.100911461,0
647,0.08721648,0
648,0.126502539,0
649,0.053062868,0
650,0.025728808,0
651,0.105197632,0
652,0.212821101,1
653,0.019628115,0
654,0.456688075,1
655,0.035570358,1
656,1.099812513,1
657,0.145669496,1
658,1.355321659,1
659,0.150182729,0
660,0.094667464,0
661,0.267739454,1
662,3.388152877,1
663,0.590696792,1
664,0.236193434,1
665,0.44200069,0
666,0.019069232,0
667,0.164260469,0
668,0.023246258,0
669,0.411778044,0
670,0.389007095,1
671,1.419796015,1
672,0.859028238,1
673,0.866134166,1
674,4.850011752,1
675,0.534826377,1
676,0.332639711,0
677,0.074818375,0
678,0.256477608,0
679,0.040186949,1
680,0.218248339,0
681,2.134744893,1
682,0.252787868,0
683,0.995715518,1
684,0.370777968,1
685,0.81407737,1
686,1.023564265,1
687,1.486239822,1
688,0.154190593,1
689,0.968524686,1
690,0.732036003,1
691,0.054951389,0
692,0.189925522,0
693,0.750093192,1
694,0.059609724,0
695,0.422393822,0
696,1.926915484,1
697,0.017671524,0
698,0.087655475,0
699,1.040145899,0
700,2.427717543,1
701,0.215234456,0
702,0.016627673,0
703,0.110057954,0
704,0.426660123,1
705,0.637872961,0
706,0.182974089,0
707,0.017779109,0
708,0.075083414,0
709,0.716655488,1
710,0.341266826,0
711,1.357966182,1
712,2.282295755,1
713,0.235726758,0
714,0.200416506,0
715,1.501302172,1
716,0.994913492,1
717,2.108842314,1
718,0.217795147,1
719,0.526788953,0
720,1.588807975,1
721,1.527699702,1
722,1.981916638,1
723,0.117623484,0
724,0.026922548,0
725,0.428732459,1
726,0.542898637,0
727,0.024425556,1
728,0.236217064,1
729,0.541237768,1
730,0.167577632,1
731,0.08273379,0
732,0.000896677,0
733,1.206249022,1
734,0.061372345,0
735,0.184643108,1
736,1.784521226,1
737,0.006170321,1
738,0.371382309,1
739,0.246240431,0
740,0.297037246,1
741,0.317419012,0
742,0.396243093,1
743,2.492516091,1
744,0.280709701,1
745,0.215090665,0
746,0.484429529,1
747,3.098213911,1
748,1.850790732,1
749,0.933263266,1
750,2.127756567,1
751,0.101131828,0
752,0.211941261,0
753,0.363622018,0
754,0.288833777,0
755,0.640998938,1
756,0.095429136,0
757,0.012300103,0
758,0.581074516,1
759,3.572488681,1
760,0.476279652,0
761,0.319473998,0
762,0.473409583,1
763,0.8664208,0
764,0.085320286,0
765,0.758431347,1
766,0.060239042,0
767,0.275930382,0
768,0.013084759,1
769,0.152546084,1
770,2.343779446,1
771,0.037729579,0
772,0.684861663,1
773,0.060002511,1
774,0.000151202,1
775,0.036619728,1
776,0.475750583,1
777,0.578376973,1
778,0.134470681,0
779,1.240117762,1
780,0.148863947,0
781,1.525706859,1
782,0.764900824,1
783,0.184933771,0
784,0.673981683,0
785,0.302040054,1
786,0.046806408,0
787,1.004397035,1
788,0.045027866,0
789,0.000840871,0
790,1.850044541,1
791,0.263509449,0
792,0.294343286,0
793,0.406658786,1
794,0.049488002,0
795,0.837872743,1
796,0.239149416,0
797,0.706754984,1
798,0.322781589,1
799,0.032259276,0
800,0.185173682,0
801,2.729412197,1
802,0.068313814,0
803,0.088012866,0
804,0.725383181,1
805,0.249637752,0
806,2.020076172,1
807,0.097220593,0
808,0.848341743,1
809,0.031740518,0
810,0.019461299,0
811,0.504508543,1
812,0.038145623,1
813,0.465450566,0
814,0.125558324,0
815,0.125405717,0
816,0.062058942,0
817,0.696570093,1
818,0.445086481,1
819,0.793339374,1
820,0.159434924,0
821,0.092987477,1
822,0.81496474,1
823,0.757996455,1
824,0.201674392,1
825,0.454682908,1
826,0.45828229,0
827,1.200177451,1
828,0.691524995,0
829,0.845979514,1
830,0.419666185,0
831,0.106205214,0
832,1.146392809,0
833,3.822354241,1
834,0.927087013,1
835,1.379151221,1
836,1.168943138,1
837,0.283010494,0
838,0.755488752,1
839,0.030998728,0
840,0.513716832,1
841,0.880701395,1
842,0.007199101,0
843,0.052342165,0
844,0.08721783,0
845,0.049956073,0
846,0.648572541,1
847,0.080481317,1
848,0.779267837,1
849,1.32202817,1
850,2.134607332,1
851,0.077293731,0
852,0.027323596,0
853,0.349987078,0
854,0.198545538,0
855,2.239935074,1
856,0.299445557,1
857,0.526697481,1
858,0.209053994,0
859,0.312070007,1
860,1.345853084,1
861,0.242427753,0
862,0.112176425,1
863,0.018100226,0
864,1.123390476,1
865,0.357743577,0
866,0.772906268,1
867,0.61543429,0
868,0.332108935,1
869,0.024598835,0
870,0.09798013,0
871,0.214233915,0
872,0.000833223,0
873,0.107139795,0
874,0.189361327,0
875,0.119317736,0
876,0.540498066,1
877,0.507257722,0
878,0.239483131,1
879,0.32553683,0
880,0.234737748,0
881,1.121066183,1
882,0.066187017,0
883,0.415224229,0
884,0.111509186,1
885,1.172519813,1
886,1.071949455,1
887,0.963587534,1
888,0.220104005,1
889,0.00167845,0
890,1.030586195,1
891,0.083227857,0
892,0.172243655,0
893,0.203666267,1
894,0.044976814,0
895,0.178975842,0
896,0.098724228,0
897,0.199095597,0
898,0.110059402,0
899,1.462743226,1
900,1.221240085,1
901,0.072819718,1
902,2.084694647,1
903,0.238469204,0
904,0.810583237,1
905,2.107014592,1
906,1.259110259,1
907,0.110863608,1
908,0.155560181,0
909,2.893002957,1
910,0.151569895,0
911,0.034587466,0
912,1.330115645,1
913,0.258474456,0
914,0.018215181,0
915,0.281256931,0
916,0.23732058,1
917,1.566114883,1
918,0.900971421,1
919,1.499985735,1
920,0.283973719,1
921,0.227101421,1
922,0.7291276,1
923,0.201617872,0
924,0.009763535,0
925,0.170188618,0
926,0.064038076,0
927,1.530051031,1
928,0.419892496,0
929,0.262577592,0
930,0.220072089,0
931,0.022993279,0
932,0.156905469,1
933,0.015450504,0
934,0.651732872,1
935,0.42659308,0
936,0.025294328,0
937,1.066964536,1
938,2.164582139,1
939,0.812190979,1
940,0.512315597,1
941,0.997136911,1
942,0.118610037,1
943,2.192756827,1
944,0.185602922,0
945,0.125569907,1
946,0.428455786,1
947,2.403807731,1
948,0.174423591,0
949,0.066000372,0
950,0.242692149,0
951,0.609412779,0
952,1.16896225,1
953,0.035055904,0
954,0.848081614,1
955,0.007615576,0
956,0.032221021,0
957,0.24564065,0
958,0.254294629,0
959,1.121945874,1
960,0.143223622,0
961,1.566784774,1
962,0.21558675,0
963,0.377396709,1
964,1.575005817,1
965,0.41688265,1
966,0.315714206,1
967,0.16278861,1
968,0.237654348,0
969,0.011112251,0
970,0.18096885,0
971,0.759096183,1
972,0.139973919,0
973,0.012073569,1
974,0.208938645,0
975,0.02396235,1
976,0.113390076,0
977,2.594199173,1
978,0.343439084,1
979,0.104282584,0
980,0.015731094,0
981,0.544985679,1
982,3.344936893,1
983,0.560405637,1
984,1.4721127,0
985,0.093352305,0
986,0.28296197,1
987,0.245301196,1
988,0.525831994,1
989,3.1263021,1
990,2.161661211,1
991,0.030011775,0
992,0.114006374,0
993,0.082839612,0
994,0.095978527,0
995,0.159742123,1
996,0.438307618,0
997,0.36039296,0
998,0.304004722,0
999,0.304455278,1
1000,1.001419663,1
1001,0.415216459,1
1002,0.9438963,1
1003,0.082421489,0
1004,0.635155842,0
1005,1.106545568,1
1006,0.167825295,0
1007,0.660786996,1
1008,0.586202884,0
1009,1.494917335,1
1010,0.360301919,0
1011,0.307074182,0
1012,0.125137296,0
1013,0.36374489,0
1014,0.212431905,0
1015,0.460641125,0
1016,0.109899642,1
1017,0.017723449,0
1018,0.072923517,1
1019,0.010576442,1
1020,0.195004439,1
1021,1.775348009,1
1022,3.183364096,1
1023,0.133235112,1
1024,3.614817536,1
1025,0.004039396,0
1026,0.557839633,1
1027,0.616639317,0
1028,2.828495252,1
1029,0.095019945,0
1030,0.440981638,1
1031,1.407601435,1
1032,1.888735186,1
1033,0.526636754,0
1034,0.232082835,0
1035,0.52030465,0
1036,2.193775312,1
1037,0.16257381,0
1038,0.295412967,1
1039,0.11048052,1
1040,0.197163761,0
1041,0.290198653,0
1042,0.017255149,0
1043,0.558629466,0
1044,0.16914293,0
1045,0.437256248,0
1046,0.400902534,1
1047,0.299863649,0
1048,3.982083413,1
1049,0.92164583,0
1050,1.318945742,1
1051,2.060243495,1
1052,0.507167204,1
1053,2.445691317,1
1054,1.046697605,1
1055,0.151003731,0
1056,0.366187966,0
1057,2.958163381,1
1058,0.258380538,1
1059,0.041755168,0
1060,0.351741167,1
1061,0.066687614,1
1062,0.011421835,0
1063,0.138061394,0
1064,0.322615271,0
1065,2.231807421,1
1066,0.628103993,1
1067,1.014113724,1
1068,1.874181964,1
1069,1.010356554,1
1070,0.121777723,0
1071,1.270012622,1
1072,0.135168778,0
1073,0.064639752,0
1074,0.049234861,0
1075,0.552825742,0
1076,0.182527528,1
1077,0.056517399,0
1078,0.258954986,0
1079,0.423423388,0
1080,0.23902269,1
1081,0.036712013,1
1082,0.832263911,1
1083,0.884829291,1
1084,0.299234236,0
1085,0.04240034,0
1086,0.595638268,0
1087,1.021846634,1
1088,0.280786886,1
1089,0.065464172,1
1090,0.160506038,0
1091,0.390298127,1
1092,0.362708328,0
1093,1.897680284,1
1094,0.034751534,0
1095,0.224932903,0
1096,0.237322814,1
1097,0.039776721,1
1098,0.274463317,1
1099,0.158005228,1
1100,0.883923058,1
1101,0.281889799,1
1102,0.472308587,1
1103,0.275141565,0
1104,0.210764923,0
1105,0.504601295,1
1106,0.950846525,1
1107,0.431152714,0
1108,0.049695776,0
1109,1.34712415,1
1110,0.004580709,0
1111,0.210677334,0
1112,1.235731585,1
1113,0.751405871,1
1114,1.720005891,1
1115,0.931631148,1
1116,0.23117547,1
1117,0.035802858,0
1118,1.112521044,1
1119,0.058737933,0
1120,0.036874918,0
1121,0.657936725,1
1122,0.356870279,0
1123,0.029056813,0
1124,0.172944732,1
1125,0.101275887,0
1126,1.453455633,1
1127,0.233677348,1
1128,0.103293625,0
1129,0.431834145,0
1130,0.08728924,0
1131,0.558246476,0
1132,0.125880778,0
1133,1.095965318,1
1134,0.109504924,0
1135,0.116720948,1
1136,1.203859518,1
1137,0.166332759,1
1138,0.543544597,0
1139,0.117195283,0
1140,0.625874924,1
1141,0.365729599,1
1142,0.118467625,0
1143,0.00804385,0
1144,1.899278655,1
1145,0.067107488,0
1146,0.583351489,0
1147,1.4934766,1
1148,0.063776171,1
1149,0.050568283,0
1150,0.06931868,0
1151,0.232827655,0
1152,0.658963167,1
1153,0.014356695,0
1154,0.039366248,0
1155,0.331433855,0
1156,1.807619982,1
1157,0.216172163,0
1158,0.035528069,1
1159,0.111542413,0
1160,0.013087729,0
1161,0.047402505,0
1162,0.012553793,0
1163,0.070439963,0
1164,0.318297115,1
1165,0.034435052,0
1166,0.01114277,0
1167,0.155344043,1
1168,0.25072392,0
1169,0.444464868,1
1170,0.067247175,0
1171,0.064011161,0
1172,0.472995108,1
1173,2.378567189,1
1174,0.243279531,0
1175,0.054644642,0
1176,0.450464737,1
1177,0.525970046,0
1178,0.058163719,0
1179,1.571867174,1
1180,1.263232038,1
1181,0.223780659,1
1182,0.001317849,0
1183,0.499041028,0
1184,0.352724583,1
1185,0.25262456,1
1186,0.574395508,1
1187,0.150602793,0
1188,0.160884452,1
1189,0.634281947,1
1190,1.130462066,1
1191,0.0687144,0
1192,2.223833198,1
1193,0.042623052,0
1194,0.177811178,1
1195,0.185042549,0
1196,2.053612966,1
1197,0.284971442,1
1198,0.06944382,1
1199,0.100822072,0
1200,0.790883821,1
1201,0.258229904,1
1202,0.442091961,1
1203,1.089441026,0
1204,0.847728911,1
1205,2.095143551,1
1206,0.39549795,0
1207,0.271285235,0
1208,0.558877584,1
1209,1.261607476,1
1210,0.132944731,1
1211,0.001273175,0
1212,1.394362018,1
1213,2.340284704,1
1214,0.048216753,0
1215,1.51910631,1
1216,0.191401024,0
1217,0.354442542,0
1218,0.298075893,0
1219,0.893037344,1
1220,0.018572665,0
1221,0.646254757,1
1222,1.572564796,1
1223,0.269827361,0
1224,0.591026358,1
1225,1.143219286,1
1226,1.396967118,1
1227,0.091128274,0
1228,0.731845085,1
1229,0.249538669,0
1230,0.395148978,1
1231,0.191354065,0
1232,0.437286436,1
1233,0.243181173,0
1234,1.159275967,1
1235,0.339061109,1
1236,0.13182732,0
1237,0.081047395,0
1238,0.022022062,0
1239,2.464905162,1
1240,0.318343366,0
1241,0.697289027,0
1242,0.150763842,0
1243,0.538305005,0
1244,1.368902108,1
1245,0.145896523,0
1246,1.011017454,1
1247,0.186428444,0
1248,0.190989884,0
1249,0.010863132,1
1250,0.237831261,1
1251,0.110006556,0
1252,0.049156168,1
1253,0.722739412,1
1254,1.070490664,1
1255,0.191551122,1
1256,1.495698364,1
1257,1.078058262,1
1258,0.001255123,0
1259,0.057528576,0
1260,0.395622046,1
1261,0.049842938,0
1262,1.26363618,1
1263,1.47846257,1
1264,0.025875493,0
1265,0.287755004,1
1266,0.39785443,0
1267,0.337298222,1
1268,0.563301321,1
1269,0.03403101,1
1270,0.548790372,1
1271,1.026908312,1
1272,0.709111682,1
1273,0.287323183,1
1274,3.233043251,1
1275,0.048343743,0
1276,0.27868957,0
1277,0.269282258,0
1278,0.040906146,0
1279,1.158895785,1
1280,0.269866019,1
1281,0.399129044,1
1282,0.104394117,1
1283,0.746270629,1
1284,0.534920982,1
1285,0.05642877,0
1286,0.085821042,1
1287,2.745136184,1
1288,0.019883049,0
1289,0.008579539,0
1290,0.396420585,1
1291,0.14213709,0
1292,1.181817824,1
1293,1.291491228,1
1294,0.216720844,1
1295,0.052541371,0
1296,0.03153914,0
1297,0.837920832,1
1298,0.4894494,1
1299,1.107906137,1
1300,0.37289542,0
1301,0.223799675,1
1302,0.083160728,0
1303,0.466907861,1
1304,0.062817066,0
1305,0.108389289,0
1306,1.038658323,1
1307,1.135950879,1
1308,0.53774909,0
1309,0.080853102,0
1310,0.278991957,1
1311,0.021592117,0
1312,0.131563115,0
1313,0.216245507,1
1314,0.309716211,0
1315,0.209205355,0
1316,0.06429653,1
1317,0.026679521,0
1318,0.310605426,0
1319,0.249901426,0
1320,0.300267599,1
1321,0.912222959,1
1322,0.405235499,1
1323,0.219342821,1
1324,0.060826594,1
1325,0.028145685,0
1326,0.069371528,0
1327,0.613577866,0
1328,0.023839333,0
1329,1.847276968,1
1330,2.316729579,1
1331,0.248781549,1
1332,1.378984797,1
1333,0.961386997,1
1334,0.185339066,0
1335,0.306013824,0
1336,0.423551245,0
1337,1.171710896,1
1338,0.017736646,0
1339,0.096112527,1
1340,0.154823369,0
1341,0.649252497,1
1342,0.985107404,1
1343,0.959732185,1
1344,0.004068892,0
1345,0.630743483,0
1346,2.80624626,1
1347,0.009910804,0
1348,1.240619894,1
1349,1.377068697,1
1350,0.079519357,0
1351,0.013665634,0
1352,0.032751695,0
1353,0.559746045,0
1354,0.117776753,0
1355,1.600388356,1
1356,0.331237761,0
1357,0.211666882,0
1358,0.007711578,0
1359,0.107932061,0
1360,0.302527102,1
1361,0.026401952,0
